804,346,1,1453438800
804,22,3,1453438800
804,1136,1,1453438800
804,534,1,1453438800
804,2926,1,1453438800
804,2744,1,1453438800
804,74,1,1453438800
804,1127,1,1453438800
804,1239,1,1453438800
804,521,1,1453438800
804,2172,1,1453438800
804,284,1,1453438800
804,7512,1,1453438800
804,942,1,1453438800
804,1735,1,1453438800
804,730,1,1453438800
804,1764,1,1453438800
804,793,1,1453438800
804,2694,1,1453438800
804,1649,1,1453438800
804,2494,1,1453438800
1,17,4,1453438800
1,185,3,1453438800
1,91,3,1453438800
1,40,3,1453438800
1,681,3,1453438800
1,109,3,1453438800
1,11,3,1453438800
1,189,3,1453438800
1,1401,3,1453438800
1,77,3,1453438800
1,161,3,1453438800
1,83,3,1453438800
1,389,3,1453438800
1,356,3,1453438800
1,366,3,1453438800
1,841,3,1453438800
1,727,3,1453438800
1,1109,3,1453438800
1,362,3,1453438800
1,13,4,1453438800
1,85,3,1453438800
1,142,3,1453438800
1,132,3,1453438800
1,130,3,1453438800
1,2179,3,1453438800
1,69,3,1453438800
1,2558,3,1453438800
1,970,3,1453438800
1,1030,3,1453438800
1,327,3,1453438800
1,78,3,1453438800
1,1293,3,1453438800
1,2206,3,1453438800
1,537,3,1453438800
1,1083,3,1453438800
1,1746,3,1453438800
1,350,3,1453438800
1,579,3,1453438800
1,2980,3,1453438800
1,514,3,1453438800
1,1689,3,1453438800
1,285,3,1453438800
1,64,3,1453438800
1,2873,3,1453438800
1,1600,3,1453438800
1,2626,3,1453438800
1,2037,3,1453438800
1,194,3,1453438800
1,999,3,1453438800
1,2219,3,1453438800
1,666,3,1453438800
1,2156,3,1453438800
1,1114,3,1453438800
1,1924,3,1453438800
1,2174,3,1453438800
1,2871,3,1453438800
1,1745,3,1453438800
256,22,3,1453438800
256,1320,1,1453438800
256,2801,1,1453438800
256,1136,1,1453438800
256,72,1,1453438800
256,2632,1,1453438800
256,97,2,1453438800
256,106,1,1453438800
256,1409,1,1453438800
256,1487,1,1453438800
256,1998,1,1453438800
256,1957,1,1453438800
256,16,3,1453438800
256,177,3,1453438800
256,249,1,1453438800
256,468,1,1453438800
256,201,1,1453438800
256,295,1,1453438800
256,1734,1,1453438800
256,24,2,1453438800
256,7593,1,1453438800
256,1289,1,1453438800
256,689,1,1453438800
256,2804,1,1453438800
256,945,1,1453438800
256,298,1,1453438800
256,2797,1,1453438800
256,868,1,1453438800
256,220,1,1453438800
256,1249,1,1453438800
256,800,1,1453438800
256,2126,1,1453438800
256,7576,1,1453438800
256,169,2,1453438800
256,1667,1,1453438800
256,480,1,1453438800
256,722,1,1453438800
256,2010,1,1453438800
256,2928,1,1453438800
256,1426,1,1453438800
20,75,2,1453438800
20,4,5,1453438800
20,744,2,1453438800
20,1491,2,1453438800
20,1309,2,1453438800
20,347,2,1453438800
20,1720,2,1453438800
20,330,2,1453438800
20,2152,2,1453438800
20,2793,2,1453438800
20,2619,2,1453438800
20,300,2,1453438800
20,7425,2,1453438800
20,10,3,1453438800
20,133,2,1453438800
20,137,2,1453438800
20,1693,2,1453438800
20,63,2,1453438800
20,2488,2,1453438800
20,1091,2,1453438800
20,727,2,1453438800
20,686,2,1453438800
20,1495,2,1453438800
20,589,2,1453438800
20,1163,2,1453438800
20,4934,2,1453438800
20,478,2,1453438800
20,320,2,1453438800
20,694,2,1453438800
20,2146,2,1453438800
20,1664,2,1453438800
20,55,2,1453438800
20,680,2,1453438800
20,2961,2,1453438800
20,28,2,1453438800
20,2159,2,1453438800
20,172,2,1453438800
20,1455,2,1453438800
20,540,2,1453438800
20,2162,2,1453438800
20,240,2,1453438800
20,792,2,1453438800
20,1404,2,1453438800
20,568,2,1453438800
20,2879,2,1453438800
20,480,2,1453438800
20,2087,2,1453438800
20,1665,2,1453438800
20,573,2,1453438800
20,1722,2,1453438800
20,1012,2,1453438800
20,2705,2,1453438800
20,731,2,1453438800
20,7449,2,1453438800
1315,874,1,1453438800
1315,97,2,1453438800
1315,189,1,1453438800
1315,386,1,1453438800
1315,1748,1,1453438800
1315,1267,1,1453438800
1315,1276,1,1453438800
1315,2121,1,1453438800
1315,7453,1,1453438800
1315,1006,1,1453438800
519,2845,1,1453438800
519,117,1,1453438800
519,231,1,1453438800
519,507,1,1453438800
519,994,1,1453438800
519,2695,1,1453438800
519,60,1,1453438800
519,7577,1,1453438800
519,211,1,1453438800
519,915,1,1453438800
519,1957,1,1453438800
519,274,1,1453438800
519,2915,1,1453438800
519,729,1,1453438800
519,1106,1,1453438800
519,7389,1,1453438800
519,673,1,1453438800
519,1984,1,1453438800
519,480,1,1453438800
1316,1261,1,1453438800
1316,2853,1,1453438800
1316,2756,1,1453438800
1316,2945,1,1453438800
1316,7557,1,1453438800
1316,21,2,1453438800
1316,7,1,1453438800
1316,2135,1,1453438800
1316,2134,1,1453438800
1316,2896,1,1453438800
1316,2861,1,1453438800
1316,1753,1,1453438800
1316,2867,1,1453438800
2149,578,1,1453438800
2149,1025,1,1453438800
2149,2127,1,1453438800
2149,2744,1,1453438800
2149,7557,1,1453438800
2149,585,1,1453438800
2149,544,1,1453438800
2149,7587,1,1453438800
2149,1501,1,1453438800
2149,285,1,1453438800
2149,1243,1,1453438800
2149,354,1,1453438800
1724,2909,1,1453438800
1724,2181,1,1453438800
1724,2823,1,1453438800
1724,1288,1,1453438800
1724,264,1,1453438800
1724,4721,1,1453438800
1724,1251,1,1453438800
1724,91,1,1453438800
1724,79,1,1453438800
1724,25,2,1453438800
1724,419,1,1453438800
1724,1642,1,1453438800
1724,362,1,1453438800
1724,1497,1,1453438800
1724,2146,1,1453438800
1724,2486,1,1453438800
1724,7402,1,1453438800
1724,673,1,1453438800
1724,2083,1,1453438800
1724,2051,1,1453438800
18,578,2,1453438800
18,2779,2,1453438800
18,90,2,1453438800
18,2775,2,1453438800
18,51,2,1453438800
18,31,2,1453438800
18,211,2,1453438800
18,769,2,1453438800
18,65,2,1453438800
18,251,2,1453438800
18,7401,2,1453438800
18,84,2,1453438800
18,1010,2,1453438800
18,7596,2,1453438800
18,193,2,1453438800
18,1816,2,1453438800
18,2001,2,1453438800
18,313,2,1453438800
18,362,2,1453438800
18,1147,2,1453438800
18,513,2,1453438800
18,545,2,1453438800
18,632,2,1453438800
18,1150,2,1453438800
18,941,2,1453438800
18,946,2,1453438800
18,1293,2,1453438800
18,344,2,1453438800
18,2738,2,1453438800
18,2159,2,1453438800
18,770,2,1453438800
18,1613,2,1453438800
18,1711,2,1453438800
18,1276,2,1453438800
18,7526,2,1453438800
18,1106,2,1453438800
18,2734,2,1453438800
18,2092,2,1453438800
18,2838,2,1453438800
18,2055,2,1453438800
18,2884,2,1453438800
18,1112,2,1453438800
57,9,2,1453438800
57,1458,2,1453438800
57,587,1,1453438800
57,90,2,1453438800
57,725,1,1453438800
57,259,1,1453438800
57,2,4,1453438800
57,250,2,1453438800
57,47,2,1453438800
57,1409,2,1453438800
57,161,2,1453438800
57,1957,2,1453438800
57,251,2,1453438800
57,268,1,1453438800
57,224,2,1453438800
